Papá, date prisa. <mark><b>Quiero</b></mark> llegar antes al cole para jugar con la nieve.; Quiero [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá, date prisa. Quiero <mark><b>llegar</b></mark> antes al cole para jugar con la nieve.; llegar [Verb]:La primera definición de llegar en el diccionario de la real academia de la lengua española es alcanzar el fin o término de un desplazamiento Otro significado de llegar en el diccionario es durar hasta época o tiempo determinados Llegar es también dicho de una cosa o de una acción: Venir por su orden o tocar por su turno a alguien.;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá, date prisa. Quiero llegar antes al <mark><b>cole</b></mark> para jugar con la nieve.; co él [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Álvaro las lleva al <mark><b>cole</b></mark>, ¿vale?; co él [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá, date prisa. Quiero llegar antes al cole para <mark><b>jugar</b></mark> con la nieve.; jugar [Verb]:La primera definición de jugar en el diccionario de la real academia de la lengua española es hacer algo con alegría y con el solo fin de entretenerse o divertirse Otro significado de jugar en el diccionario es travesear, retozar Jugar es también entretenerse, divertirse tomando parte en uno de los juegos sometidos a reglas, medie o no en él interés;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá, date prisa. Quiero llegar antes al cole para jugar con la <mark><b>nieve</b></mark>.;la nieve [Noun]:La primera definición de nieve en el diccionario de la real academia de la lengua española es agua helada que se desprende de las nubes en cristales sumamente pequeños, los cuales, agrupándose al caer, llegan al suelo en copos blancos Otro significado de nieve en el diccionario es tiempo en que nieva con frecuencia Nieve es también nieve caída.;spanish,es,sentence::mining,La Caza,sentence::recognition
¿<mark><b>Me</b></mark> puedo duchar antes? ¡No!; yo [Noun]:La primera definición de yo en el diccionario de la real academia de la lengua española es forma de nominativo de 1.ª persona singular en masculino y femenino Otro significado de yo en el diccionario es designa la realidad personal de quien habla o escribe Yo es también el sujeto humano en cuanto persona El yo;spanish,es,sentence::mining,La Caza,sentence::recognition
¿<mark><b>Me</b></mark> estáis echando de la cama? ¡Fuera!; yo [Noun]:La primera definición de yo en el diccionario de la real academia de la lengua española es forma de nominativo de 1.ª persona singular en masculino y femenino Otro significado de yo en el diccionario es designa la realidad personal de quien habla o escribe Yo es también el sujeto humano en cuanto persona El yo;spanish,es,sentence::mining,La Caza,sentence::recognition
¿Me <mark><b>puedo</b></mark> duchar antes? ¡No!; poder [Noun]:La primera definición de poder en el diccionario de la real academia de la lengua española es tener expedita la facultad o potencia de hacer algo Otro significado de poder en el diccionario es tener facilidad, tiempo o lugar de hacer algo Poder es también tener más fuerza que alguien, vencerle luchando cuerpo a cuerpo;spanish,es,sentence::mining,La Caza,sentence::recognition
¿Me puedo <mark><b>duchar</b></mark> antes? ¡No!; duchar [Verb]:La definición de duchar en el diccionario castellano es dar una ducha Otro significado de duchar en el diccionario es también mojar.;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá se <mark><b>ducha</b></mark> y nosotras preparamos el desayuno.;la ducha [Noun]:En el diccionario castellano ducha significa experimentado, diestro.;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá se ducha y nosotras <mark><b>preparamos</b></mark> el desayuno.; preparamos [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Papá se ducha y nosotras preparamos el <mark><b>desayuno</b></mark>.;el desayuno [Noun]:La primera definición de desayuno en el diccionario de la real academia de la lengua española es alimento ligero que se toma por la mañana antes que ningún otro Otro significado de desayuno en el diccionario es acción de desayunar Desayuno es también reunión de personas para desayunar Desayuno de trabajo.;spanish,es,sentence::mining,La Caza,sentence::recognition
<mark><b>Ve</b></mark> a ducharte, venga. Bueno, venga, va.; Ve [Noun]:;spanish,es,sentence::mining,La Caza,sentence::recognition
Ve a <mark><b>ducharte</b></mark>, venga. Bueno, venga, va.; duchartir [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Ve a ducharte, <mark><b>venga</b></mark>. Bueno, <mark><b>venga</b></mark>, va.; venir [Verb]:La primera definición de venir en el diccionario de la real academia de la lengua española es dicho de una persona: caminar Otro significado de venir en el diccionario es dicho de una cosa: Moverse de allá hacia acá Venir es también dicho de una persona o de una cosa: Llegar a donde está quien habla.;spanish,es,sentence::mining,La Caza,sentence::recognition
¡Venga, dormilón! ¡A sus órdenes!; venir [Verb]:La primera definición de venir en el diccionario de la real academia de la lengua española es dicho de una persona: caminar Otro significado de venir en el diccionario es dicho de una cosa: Moverse de allá hacia acá Venir es también dicho de una persona o de una cosa: Llegar a donde está quien habla.;spanish,es,sentence::mining,La Caza,sentence::recognition
Vale, os esperamos aquí. Venga, un besito.; venir [Verb]:La primera definición de venir en el diccionario de la real academia de la lengua española es dicho de una persona: caminar Otro significado de venir en el diccionario es dicho de una cosa: Moverse de allá hacia acá Venir es también dicho de una persona o de una cosa: Llegar a donde está quien habla.;spanish,es,sentence::mining,La Caza,sentence::recognition
Ve a ducharte, venga. <mark><b>Bueno</b></mark>, venga, va.; bueno [Noun]:La primera definición de bueno en el diccionario de la real academia de la lengua española es que tiene bondad en su género Otro significado de bueno en el diccionario es útil y a propósito para algo Bueno es también gustoso, apetecible, agradable, divertido.;spanish,es,sentence::mining,La Caza,sentence::recognition
Ve a ducharte, venga. Bueno, venga, <mark><b>va</b></mark>.; ir [Verb]:La primera definición de ir en el diccionario de la real academia de la lengua española es moverse de un lugar hacia otro apartado de quien usa el verbo ir y de quien ejecuta el movimiento Otro significado de ir en el diccionario es dicho de una cosa: Sentar bien o mal a algo o a alguien Ir es también caminar de acá para allá.;spanish,es,sentence::mining,La Caza,sentence::recognition
¿Me estáis <mark><b>echando</b></mark> de la cama? ¡Fuera!; echar [Verb]:La primera definición de echar en el diccionario de la real academia de la lengua española es hacer que algo vaya a parar a alguna parte, dándole impulso Echar mercancías al mar Echar basura a la calle Otro significado de echar en el diccionario es despedir de sí algo Echar es también hacer que algo caiga en sitio determinado Echar dinero en un saco Echar una carta al buzón.;spanish,es,sentence::mining,La Caza,sentence::recognition
¿Me estáis echando de la <mark><b>cama</b></mark>? ¡Fuera!;la cama [Noun]:La primera definición de cama en el diccionario de la real academia de la lengua española es conjunto formado generalmente por una armazón de madera o metal con jergón o colchón, almohada, sábanas y otras ropas, destinado a que las personas se acuesten en él Otro significado de cama en el diccionario es dicha armazón sola Cama es también plaza para un enfermo en el hospital o sanatorio.;spanish,es,sentence::mining,La Caza,sentence::recognition
¿Me estáis echando de la cama? ¡<mark><b>Fuera</b></mark>!; fuera [Noun]:En el diccionario castellano fuera significa a la parte o en la parte exterior de algo Está fuera Me voy fuera.;spanish,es,sentence::mining,La Caza,sentence::recognition
Ve a ducharte, venga. Bueno, venga, va.; Venga [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
¡<mark><b>Venga</b></mark>, dormilón! ¡A sus órdenes!; Venga [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Vale, os esperamos aquí. <mark><b>Venga</b></mark>, un besito.; Venga [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
¡Venga, <mark><b>dormilón</b></mark>! ¡A sus órdenes!;el dormilón [Noun]:La primera definición de dormilón en el diccionario de la real academia de la lengua española es muy inclinado a dormir Otro significado de dormilón en el diccionario es pájaro de unos 17 cm de longitud, de color ceniciento oscuro y cola larga que mantiene en continuo movimiento Habita en la costa americana del Pacífico, desde Magallanes hasta el Perú Dormilón es también arete, pendiente con un brillante o una perla.;spanish,es,sentence::mining,La Caza,sentence::recognition
Ve a ducharte, venga. Bueno, venga, va.; a [Noun]:En el diccionario castellano a significa carece de significación precisa;spanish,es,sentence::mining,La Caza,sentence::recognition
¡Venga, dormilón! ¡<mark><b>A</b></mark> sus órdenes!; a [Noun]:En el diccionario castellano a significa carece de significación precisa;spanish,es,sentence::mining,La Caza,sentence::recognition
<mark><b>A</b></mark>na se ha empeñado en que avise a Lucía.; a [Noun]:En el diccionario castellano a significa carece de significación precisa;spanish,es,sentence::mining,La Caza,sentence::recognition
¡Venga, dormilón! ¡A sus <mark><b>órdenes</b></mark>!; órden [Noun]:La primera definición de orden en el diccionario de la real academia de la lengua española es colocación de las cosas en el lugar que les corresponde Otro significado de orden en el diccionario es concierto, buena disposición de las cosas entre sí Orden es también regla o modo que se observa para hacer las cosas.;spanish,es,sentence::mining,La Caza,sentence::recognition
Ana se ha <mark><b>empeñado</b></mark> en que avise a Lucía.; empeñado [Adjective]:En el diccionario castellano empeñado significa dicho de una disputa o de una reyerta: Acalorada, reñida Entablaron una empeñada discusión.;spanish,es,sentence::mining,La Caza,sentence::recognition
Ana se ha empeñado en que <mark><b>avise</b></mark> a Lucía.; avisar [Verb]:La primera definición de avisar en el diccionario de la real academia de la lengua española es dar noticia de algún hecho Otro significado de avisar en el diccionario es advertir o aconsejar Avisar es también llamar a alguien para que preste un servicio;spanish,es,sentence::mining,La Caza,sentence::recognition
<mark><b>Álvaro</b></mark> las lleva al cole, ¿vale?; Álvaro [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Álvaro las <mark><b>lleva</b></mark> al cole, ¿vale?; llevar [Verb]:La primera definición de llevar en el diccionario de la real academia de la lengua española es conducir algo desde un lugar a otro alejado de aquel en que se habla o se sitúa mentalmente la persona que emplea este verbo Otro significado de llevar en el diccionario es cobrar, exigir, percibir el precio o los derechos de algo Llevar es también dicho de un terreno o de una planta: Producir fruto.;spanish,es,sentence::mining,La Caza,sentence::recognition
Álvaro las lleva al cole, ¿<mark><b>vale</b></mark>?; valer [Noun]:La primera definición de valer en el diccionario de la real academia de la lengua española es amparar, proteger, patrocinar Otro significado de valer en el diccionario es producir, dar ganancias o interés Valer es también en números y cuentas, montar, sumar o importar.;spanish,es,sentence::mining,La Caza,sentence::recognition
Vale, os esperamos aquí. Venga, un besito.; valer [Noun]:La primera definición de valer en el diccionario de la real academia de la lengua española es amparar, proteger, patrocinar Otro significado de valer en el diccionario es producir, dar ganancias o interés Valer es también en números y cuentas, montar, sumar o importar.;spanish,es,sentence::mining,La Caza,sentence::recognition
No, <mark><b>tranquila</b></mark>, aún nos queda un poquito.; tranquilo [Adjective]:La definición de tranquilo en el diccionario castellano es quieto, sosegado, pacífico Otro significado de tranquilo en el diccionario es también dicho de una persona: Que se toma las cosas con tiempo, sin nerviosismos ni agobios, y que no se preocupa por quedar bien o mal ante la opinión de los demás.;spanish,es,sentence::mining,La Caza,sentence::recognition
No, tranquila, <mark><b>aún</b></mark> nos queda un poquito.; aún [Adverb]:Another meaning of still in the dictionary is also La definición de aún en el diccionario castellano es todavía Otro significado de aún en el diccionario es también;spanish,es,sentence::mining,La Caza,sentence::recognition
No, tranquila, aún nos <mark><b>queda</b></mark> un poquito.; quedar [Verb]:La primera definición de quedar en el diccionario de la real academia de la lengua española es estar, detenerse forzosa o voluntariamente en un lugar Otro significado de quedar en el diccionario es subsistir, permanecer o restar parte de algo Me quedan tres pesetas De los manuscritos solo quedan cenizas Quedar es también dicho de una persona: Ganarse cierta fama o representación, merecida o inmerecida, como resultado de su comportamiento o de las circunstancias Quedó COMO valiente Quedó POR mentiroso.;spanish,es,sentence::mining,La Caza,sentence::recognition
No, tranquila, aún nos queda un <mark><b>poquito</b></mark>.; poquito [Adjective]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
Álvaro las lleva al cole, ¿vale?; Vale [Noun]:En el diccionario castellano vale significa adiós o despedida que se da a un muerto, o el que se dice al remate o término de algo Vale último, postrero.;spanish,es,sentence::mining,La Caza,sentence::recognition
<mark><b>Vale</b></mark>, os esperamos aquí. Venga, un besito.; Vale [Noun]:En el diccionario castellano vale significa adiós o despedida que se da a un muerto, o el que se dice al remate o término de algo Vale último, postrero.;spanish,es,sentence::mining,La Caza,sentence::recognition
Vale, os <mark><b>esperamos</b></mark> aquí. Venga, un besito.; esperar [Verb]:La primera definición de esperar en el diccionario de la real academia de la lengua española es tener esperanza de conseguir lo que se desea Otro significado de esperar en el diccionario es creer que ha de suceder algo, especialmente si es favorable Esperar es también permanecer en sitio adonde se cree que ha de ir alguien o en donde se presume que ha de ocurrir algo.;spanish,es,sentence::mining,La Caza,sentence::recognition
Vale, os esperamos <mark><b>aquí</b></mark>. Venga, un besito.;" aquí [Adverb]:La primera definición de aquí en el diccionario de la real academia de la lengua española es en este lugar Otro significado de aquí en el diccionario es a este lugar Aquí es también en esto, en eso; esto, eso Aquí está la dificultad De aquí tuvo origen su desgracia Por aquí puede conocerse de quién fue la culpa.";spanish,es,sentence::mining,La Caza,sentence::recognition
Vale, os esperamos aquí. Venga, un <mark><b>besito</b></mark>.;el besito [?]:None;spanish,es,sentence::mining,La Caza,sentence::recognition
